Wind Speed,Enercon.E112.4500,Vestas.V136.3450
10.67,0.656422,0.999043
10.68,0.656341,0.999072
10.69,0.658146,0.999101
10.7,0.658064,0.99913
10.71,0.659862,0.999159
10.72,0.659779,0.999188
10.73,0.660634,0.999217
10.74,0.662422,0.999246
10.75,0.662337,0.999275
10.76,0.664119,0.999304
10.77,0.664034,0.999333
10.78,0.665808,0.999362
10.79,0.665722,0.999391
10.8,0.666564,0.99942
10.81,0.667404,0.999449
10.82,0.668241,0.999478
10.83,0.67,0.999507
10.84,0.669911,0.999536
10.85,0.671663,0.999565
10.86,0.671574,0.999594
10.87,0.672402,0.999623
10.88,0.673229,0.999652
10.89,0.674054,0.999681
10.9,0.675789,0.99971
10.91,0.675697,0.999739
10.92,0.677426,0.999768
10.93,0.677333,0.999797
10.94,0.678149,0.999826
10.95,0.678962,0.999855
10.96,0.679774,0.999884
10.97,0.680583,0.999913
10.98,0.681391,0.999942
10.99,0.683097,0.999971
11,0.683001,1
11.01,0.6847,1
11.02,0.684604,1
11.03,0.686296,1
11.04,0.686199,1
11.05,0.687885,1
11.06,0.687787,1
11.07,0.688578,1
11.08,0.690254,1
11.09,0.690155,1
11.1,0.691824,1
11.11,0.691724,1
11.12,0.693386,1
11.13,0.693285,1
11.14,0.694941,1
11.15,0.695716,1
11.16,0.695614,1
11.17,0.69726,1
11.18,0.697158,1
11.19,0.698797,1
11.2,0.698694,1
11.21,0.699459,1
11.22,0.700223,1
11.23,0.700984,1
11.24,0.702607,1
11.25,0.702502,1
11.26,0.704118,1
11.27,0.704012,1
11.28,0.704765,1
11.29,0.705515,1
11.3,0.706264,1
11.31,0.707011,1
11.32,0.707756,1
11.33,0.709349,1
11.34,0.709241,1
11.35,0.710827,1
11.36,0.710719,1
11.37,0.711455,1
11.38,0.712188,1
11.39,0.71292,1
11.4,0.714489,1
11.41,0.715215,1
11.42,0.71594,1
11.43,0.715828,1
11.44,0.717384,1
11.45,0.717271,1
11.46,0.71882,1
11.47,0.718707,1
11.48,0.720249,1
11.49,0.720962,1
11.5,0.720847,1
11.51,0.72238,1
11.52,0.722265,1
11.53,0.723791,1
11.54,0.723676,1
11.55,0.725195,1
11.56,0.725079,1
11.57,0.725778,1
11.58,0.727288,1
11.59,0.727171,1
11.6,0.728674,1
11.61,0.728556,1
11.62,0.730053,1
11.63,0.729935,1
11.64,0.730621,1
11.65,0.732108,1
11.66,0.731989,1
11.67,0.733469,1
11.68,0.73335,1
11.69,0.734824,1
11.7,0.734704,1
11.71,0.735379,1
11.72,0.736052,1
11.73,0.736724,1
11.74,0.738183,1
11.75,0.738064,1
11.76,0.739516,1
11.77,0.739397,1
11.78,0.740061,1
11.79,0.740724,1
11.8,0.741386,1
11.81,0.742046,1
11.82,0.742703,1
11.83,0.744136,1
11.84,0.744016,1
11.85,0.74467,1
11.86,0.745322,1
11.87,0.745974,1
11.88,0.746623,1
11.89,0.748037,1
11.9,0.748682,1
11.91,0.748562,1
11.92,0.749968,1
11.93,0.749848,1
11.94,0.751248,1
11.95,0.751128,1
11.96,0.752522,1
11.97,0.752402,1
11.98,0.753791,1
11.99,0.754423,1
12,0.754303,1
12.01,0.755683,1
12.02,0.755563,1
12.03,0.756936,1
12.04,0.756817,1
12.05,0.758185,1
12.06,0.758065,1
12.07,0.758688,1
12.08,0.760047,1
12.09,0.759928,1
12.1,0.761281,1
12.11,0.761162,1
12.12,0.762509,1
12.13,0.76239,1
12.14,0.763002,1
12.15,0.764342,1
12.16,0.764223,1
12.17,0.765556,1
12.18,0.765438,1
12.19,0.766765,1
12.2,0.766647,1
12.21,0.767969,1
12.22,0.767851,1
12.23,0.76845,1
12.24,0.769764,1
12.25,0.769645,1
12.26,0.770953,1
12.27,0.770835,1
12.28,0.772138,1
12.29,0.77202,1
12.3,0.77261,1
12.31,0.773199,1
12.32,0.773786,1
12.33,0.775074,1
12.34,0.774957,1
12.35,0.77624,1
12.36,0.776122,1
12.37,0.776703,1
12.38,0.777282,1
12.39,0.777861,1
12.4,0.779129,1
12.41,0.779013,1
12.42,0.780276,1
12.43,0.780159,1
12.44,0.781417,1
12.45,0.781301,1
12.46,0.781869,1
12.47,0.782437,1
12.48,0.783003,1
12.49,0.784247,1
12.5,0.784131,1
12.51,0.785369,1
12.52,0.785253,1
12.53,0.786487,1
12.54,0.786371,1
12.55,0.786928,1
12.56,0.787483,1
12.57,0.788037,1
12.58,0.789257,1
12.59,0.789142,1
12.6,0.790356,1
12.61,0.790241,1
12.62,0.790789,1
12.63,0.791335,1
12.64,0.79188,1
12.65,0.793081,1
12.66,0.792966,1
12.67,0.794162,1
12.68,0.794048,1
12.69,0.795237,1
12.7,0.795123,1
12.71,0.79566,1
12.72,0.796194,1
12.73,0.796728,1
12.74,0.797904,1
12.75,0.797791,1
12.76,0.798962,1
12.77,0.798849,1
12.78,0.800014,1
12.79,0.799902,1
12.8,0.800426,1
12.81,0.80095,1
12.82,0.801472,1
12.83,0.802624,1
12.84,0.802512,1
12.85,0.803659,1
12.86,0.803548,1
12.87,0.804689,1
12.88,0.804578,1
12.89,0.805091,1
12.9,0.806224,1
12.91,0.806113,1
12.92,0.807242,1
12.93,0.807131,1
12.94,0.808254,1
12.95,0.808143,1
12.96,0.809261,1
12.97,0.809151,1
12.98,0.809653,1
12.99,0.810763,1
13,0.810653,1
13.01,0.811758,1
13.02,0.811648,1
13.03,0.812748,1
13.04,0.812639,1
13.05,0.813733,1
13.06,0.813624,1
13.07,0.814115,1
13.08,0.815201,1
13.09,0.815093,1
13.1,0.816174,1
13.11,0.816065,1
13.12,0.817141,1
13.13,0.817033,1
13.14,0.818104,1
13.15,0.818583,1
13.16,0.818476,1
13.17,0.819539,1
13.18,0.819432,1
13.19,0.820489,1
13.2,0.820383,1
13.21,0.821435,1
13.22,0.821328,1
13.23,0.8218,1
13.24,0.822844,1
13.25,0.822738,1
13.26,0.823206,1
13.27,0.823672,1
13.28,0.824137,1
13.29,0.824601,1
13.3,0.825064,1
13.31,0.825525,1
13.32,0.825985,1
13.33,0.827006,1
13.34,0.826902,1
13.35,0.827358,1
13.36,0.827814,1
13.37,0.828268,1
13.38,0.828721,1
13.39,0.829172,1
13.4,0.830175,1
13.41,0.830072,1
13.42,0.83107,1
13.43,0.830967,1
13.44,0.83196,1
13.45,0.831857,1
13.46,0.8323,1
13.47,0.832743,1
13.48,0.833183,1
13.49,0.834163,1
13.5,0.834061,1
13.51,0.835036,1
13.52,0.834935,1
13.53,0.835904,1
13.54,0.835803,1
13.55,0.836235,1
13.56,0.836667,1
13.57,0.837097,1
13.58,0.838054,1
13.59,0.837953,1
13.6,0.838905,1
13.61,0.838805,1
13.62,0.839752,1
13.63,0.839652,1
13.64,0.840593,1
13.65,0.841012,1
13.66,0.84143,1
13.67,0.841847,1
13.68,0.841748,1
13.69,0.842677,1
13.7,0.842579,1
13.71,0.842992,1
13.72,0.843404,1
13.73,0.843815,1
13.74,0.844731,1
13.75,0.844633,1
13.76,0.845544,1
13.77,0.845446,1
13.78,0.845852,1
13.79,0.846255,1
13.8,0.846658,1
13.81,0.847059,1
13.82,0.847955,1
13.83,0.848352,1
13.84,0.848256,1
13.85,0.849144,1
13.86,0.849049,1
13.87,0.849443,1
13.88,0.849836,1
13.89,0.850227,1
13.9,0.851103,1
13.91,0.851491,1
13.92,0.851878,1
13.93,0.851784,1
13.94,0.852648,1
13.95,0.852554,1
13.96,0.852937,1
13.97,0.85332,1
13.98,0.854175,1
13.99,0.854553,1
14,0.85446,1
14.01,0.855307,1
14.02,0.855214,1
14.03,0.856056,1
14.04,0.855964,1
14.05,0.856337,1
14.06,0.856708,1
14.07,0.857079,1
14.08,0.857908,1
14.09,0.857816,1
14.1,0.858184,1
14.11,0.858549,1
14.12,0.858914,1
14.13,0.859278,1
14.14,0.860091,1
14.15,0.860451,1
14.16,0.860361,1
14.17,0.861167,1
14.18,0.861077,1
14.19,0.861878,1
14.2,0.861788,1
14.21,0.862584,1
14.22,0.862495,1
14.23,0.862847,1
14.24,0.863635,1
14.25,0.863546,1
14.26,0.863894,1
14.27,0.864241,1
14.28,0.865019,1
14.29,0.864931,1
14.3,0.865704,1
14.31,0.866045,1
14.32,0.865957,1
14.33,0.866297,1
14.34,0.866636,1
14.35,0.867396,1
14.36,0.867309,1
14.37,0.867644,1
14.38,0.867978,1
14.39,0.86831,1
14.4,0.869058,1
14.41,0.869387,1
14.42,0.869715,1
14.43,0.869629,1
14.44,0.869956,1
14.45,0.870282,1
14.46,0.871014,1
14.47,0.870929,1
14.48,0.871251,1
14.49,0.871975,1
14.5,0.871891,1
14.51,0.87221,1
14.52,0.872527,1
14.53,0.873241,1
14.54,0.873158,1
14.55,0.873867,1
14.56,0.874178,1
14.57,0.874095,1
14.58,0.874797,1
14.59,0.874714,1
14.6,0.87541,1
14.61,0.875328,1
14.62,0.875633,1
14.63,0.875938,1
14.64,0.876624,1
14.65,0.876924,1
14.66,0.876843,1
14.67,0.877521,1
14.68,0.87744,1
14.69,0.877737,1
14.7,0.878033,1
14.71,0.878701,1
14.72,0.87862,1
14.73,0.878913,1
14.74,0.879204,1
14.75,0.879494,1
14.76,0.880149,1
14.77,0.88007,1
14.78,0.880356,1
14.79,0.880641,1
14.8,0.881286,1
14.81,0.881567,1
14.82,0.881489,1
14.83,0.882126,1
14.84,0.882048,1
14.85,0.882326,1
14.86,0.882602,1
14.87,0.882878,1
14.88,0.883152,1
14.89,0.883425,1
14.9,0.883697,1
14.91,0.883968,1
14.92,0.884582,1
14.93,0.884506,1
14.94,0.884773,1
14.95,0.885038,1
14.96,0.885643,1
14.97,0.885566,1
14.98,0.885829,1
14.99,0.886425,1
15,0.886684,1
15.01,0.886941,1
15.02,0.886866,1
15.03,0.887122,1
15.04,0.887377,1
15.05,0.887631,1
15.06,0.888209,1
15.07,0.888135,1
15.08,0.888385,1
15.09,0.888634,1
15.1,0.889202,1
15.11,0.889128,1
15.12,0.889374,1
15.13,0.889618,1
15.14,0.889861,1
15.15,0.890416,1
15.16,0.890655,1
15.17,0.890893,1
15.18,0.89082,1
15.19,0.891365,1
15.2,0.891293,1
15.21,0.891528,1
15.22,0.891761,1
15.23,0.891993,1
15.24,0.892224,1
15.25,0.892454,1
15.26,0.89298,1
15.27,0.892909,1
15.28,0.893135,1
15.29,0.89336,1
15.3,0.893876,1
15.31,0.894097,1
15.32,0.894317,1
15.33,0.894535,1
15.34,0.894466,1
15.35,0.894683,1
15.36,0.8949,1
15.37,0.895115,1
15.38,0.895329,1
15.39,0.895541,1
15.4,0.895753,1
15.41,0.895963,1
15.42,0.896447,1
15.43,0.896379,1
15.44,0.896586,1
15.45,0.896791,1
15.46,0.897265,1
15.47,0.897198,1
15.48,0.8974,1
15.49,0.897866,1
15.5,0.898064,1
15.51,0.89826,1
15.52,0.898194,1
15.53,0.898389,1
15.54,0.898583,1
15.55,0.898777,1
15.56,0.899224,1
15.57,0.899159,1
15.58,0.899348,1
15.59,0.899536,1
15.6,0.899724,1
15.61,0.899909,1
15.62,0.900341,1
15.63,0.900276,1
15.64,0.900459,1
15.65,0.900883,1
15.66,0.901061,1
15.67,0.901237,1
15.68,0.901174,1
15.69,0.90135,1
15.7,0.901524,1
15.71,0.901698,1
15.72,0.901869,1
15.73,0.902041,1
15.74,0.902441,1
15.75,0.902378,1
15.76,0.902546,1
15.77,0.902711,1
15.78,0.903101,1
15.79,0.903039,1
15.8,0.903202,1
15.81,0.903363,1
15.82,0.903522,1
15.83,0.903899,1
15.84,0.903838,1
15.85,0.903994,1
15.86,0.904149,1
15.87,0.904514,1
15.88,0.904454,1
15.89,0.904605,1
15.9,0.904963,1
15.91,0.904903,1
15.92,0.90505,1
15.93,0.905197,1
15.94,0.905543,1
15.95,0.905485,1
15.96,0.905627,1
15.97,0.905768,1
15.98,0.905908,1
15.99,0.906241,1
16,0.906183,1
16.01,0.906512,1
16.02,0.906454,1
16.03,0.906587,1
16.04,0.906719,1
16.05,0.907037,1
16.06,0.907166,1
16.07,0.907108,1
16.08,0.907418,1
16.09,0.907362,1
16.1,0.907666,1
16.11,0.907609,1
16.12,0.907731,1
16.13,0.907852,1
16.14,0.907972,1
16.15,0.90809,1
16.16,0.908207,1
16.17,0.908323,1
16.18,0.908437,1
16.19,0.908718,1
16.2,0.908663,1
16.21,0.908774,1
16.22,0.908883,1
16.23,0.908991,1
16.24,0.909258,1
16.25,0.909204,1
16.26,0.909308,1
16.27,0.909411,1
16.28,0.909514,1
16.29,0.909614,1
16.3,0.909864,1
16.31,0.909961,1
16.32,0.909908,1
16.33,0.91015,1
16.34,0.910098,1
16.35,0.910191,1
16.36,0.910282,1
16.37,0.910373,1
16.38,0.910462,1
16.39,0.91055,1
16.4,0.910773,1
16.41,0.910722,1
16.42,0.910806,1
16.43,0.910889,1
16.44,0.911101,1
16.45,0.91105,1
16.46,0.911257,1
16.47,0.911206,1
16.48,0.911283,1
16.49,0.911358,1
16.5,0.911432,1
16.51,0.911625,1
16.52,0.911576,1
16.53,0.911645,1
16.54,0.911714,1
16.55,0.911781,1
16.56,0.911961,1
16.57,0.912024,1
16.58,0.912086,1
16.59,0.912038,1
16.6,0.912098,1
16.61,0.912158,1
16.62,0.912217,1
16.63,0.912273,1
16.64,0.912329,1
16.65,0.912384,1
16.66,0.912437,1
16.67,0.912586,1
16.68,0.912539,1
16.69,0.912683,1
16.7,0.912636,1
16.71,0.912683,1
16.72,0.912729,1
16.73,0.912772,1
16.74,0.912903,1
16.75,0.912857,1
16.76,0.912897,1
16.77,0.912936,1
16.78,0.912973,1
16.79,0.91301,1
16.8,0.913123,1
16.81,0.913155,1
16.82,0.913186,1
16.83,0.913215,1
16.84,0.913171,1
16.85,0.9132,1
16.86,0.913227,1
16.87,0.913321,1
16.88,0.913277,1
16.89,0.913366,1
16.9,0.913386,1
16.91,0.913343,1
16.92,0.913423,1
16.93,0.91338,1
16.94,0.913396,1
16.95,0.913412,1
16.96,0.913426,1
16.97,0.913439,1
16.98,0.91345,1
16.99,0.913511,1
17,0.913469,1
17.01,0.913524,1
17.02,0.913482,1
17.03,0.913487,1
17.04,0.913491,1
17.05,0.913493,1
17.06,0.913534,1
17.07,0.913493,1
17.08,0.913529,1
17.09,0.913488,1
17.1,0.913484,1
17.11,0.913478,1
17.12,0.913471,1
17.13,0.913463,1
17.14,0.913481,1
17.15,0.913469,1
17.16,0.913455,1
17.17,0.91344,1
17.18,0.9134,1
17.19,0.913384,1
17.2,0.913367,1
17.21,0.913348,1
17.22,0.913327,1
17.23,0.913305,1
17.24,0.913282,1
17.25,0.913258,1
17.26,0.913243,1
17.27,0.913205,1
17.28,0.913177,1
17.29,0.913147,1
17.3,0.913116,1
17.31,0.913084,1
17.32,0.91305,1
17.33,0.913015,1
17.34,0.912979,1
17.35,0.912938,1
17.36,0.912902,1
17.37,0.912856,1
17.38,0.91282,1
17.39,0.912777,1
17.4,0.912732,1
17.41,0.912687,1
17.42,0.91264,1
17.43,0.912591,1
17.44,0.912525,1
17.45,0.91249,1
17.46,0.912419,1
17.47,0.912384,1
17.48,0.912307,1
17.49,0.912249,1
17.5,0.912214,1
17.51,0.912155,1
17.52,0.912095,1
17.53,0.912003,1
17.54,0.911969,1
17.55,0.911873,1
17.56,0.911805,1
17.57,0.911736,1
17.58,0.911666,1
17.59,0.911633,1
17.6,0.911562,1
17.61,0.911489,1
17.62,0.911415,1
17.63,0.911339,1
17.64,0.911263,1
17.65,0.911185,1
17.66,0.911105,1
17.67,0.911024,1
17.68,0.910942,1
17.69,0.910805,1
17.7,0.910774,1
17.71,0.910687,1
17.72,0.9106,1
17.73,0.910511,1
17.74,0.91042,1
17.75,0.910328,1
17.76,0.910235,1
17.77,0.910141,1
17.78,0.910045,1
17.79,0.909948,1
17.8,0.909779,1
17.81,0.909678,1
17.82,0.909648,1
17.83,0.909471,1
17.84,0.909442,1
17.85,0.909336,1
17.86,0.909229,1
17.87,0.909121,1
17.88,0.909012,1
17.89,0.908901,1
17.9,0.908789,1
17.91,0.908675,1
17.92,0.908472,1
17.93,0.908444,1
17.94,0.908235,1
17.95,0.908207,1
17.96,0.907992,1
17.97,0.907964,1
17.98,0.907841,1
17.99,0.907618,1
18,0.907591,1
18.01,0.907463,1
18.02,0.907335,1
18.03,0.907099,1
18.04,0.907073,1
18.05,0.906832,1
18.06,0.906696,1
18.07,0.906559,1
18.08,0.906421,1
18.09,0.906394,1
18.1,0.906139,1
18.11,0.906114,1
18.12,0.905971,1
18.13,0.905827,1
18.14,0.905682,1
18.15,0.905412,1
18.16,0.905387,1
18.17,0.905237,1
18.18,0.905087,1
18.19,0.904934,1
18.2,0.904781,1
18.21,0.904626,1
18.22,0.904469,1
18.23,0.904311,1
18.24,0.904015,1
18.25,0.903992,1
18.26,0.90369,1
18.27,0.903666,1
18.28,0.903359,1
18.29,0.903336,1
18.3,0.903168,1
18.31,0.902999,1
18.32,0.902828,1
18.33,0.902657,1
18.34,0.902484,1
18.35,0.902309,1
18.36,0.902133,1
18.37,0.901799,1
18.38,0.901777,1
18.39,0.901437,1
18.4,0.901254,1
18.41,0.901232,1
18.42,0.900884,1
18.43,0.900863,1
18.44,0.900508,1
18.45,0.900487,1
18.46,0.900297,1
18.47,0.900105,1
18.48,0.899913,1
18.49,0.899719,1
18.5,0.899523,1
18.51,0.899326,1
18.52,0.899128,1
18.53,0.898747,1
18.54,0.898727,1
18.55,0.89834,1
18.56,0.898135,1
18.57,0.897928,1
18.58,0.89772,1
18.59,0.8977,1
18.6,0.897299,1
18.61,0.89728,1
18.62,0.897067,1
18.63,0.896853,1
18.64,0.896638,1
18.65,0.896222,1
18.66,0.896203,1
18.67,0.895781,1
18.68,0.895763,1
18.69,0.895541,1
18.7,0.895317,1
18.71,0.895092,1
18.72,0.894865,1
18.73,0.894637,1
18.74,0.894408,1
18.75,0.894177,1
18.76,0.893945,1
18.77,0.893712,1
18.78,0.893477,1
18.79,0.89324,1
18.8,0.893002,1
18.81,0.892539,1
18.82,0.892522,1
18.83,0.892053,1
18.84,0.892037,1
18.85,0.891562,1
18.86,0.891545,1
18.87,0.891298,1
18.88,0.891049,1
18.89,0.890798,1
18.9,0.890308,1
18.91,0.890293,1
18.92,0.890037,1
18.93,0.889781,1
18.94,0.889523,1
18.95,0.889264,1
18.96,0.889004,1
18.97,0.888742,1
18.98,0.888479,1
18.99,0.888214,1
19,0.887948,1
19.01,0.88768,1
19.02,0.887411,1
19.03,0.886882,1
19.04,0.886868,1
19.05,0.886595,1
19.06,0.886058,1
19.07,0.886044,1
19.08,0.885501,1
19.09,0.885487,1
19.1,0.884938,1
19.11,0.884925,1
19.12,0.88437,1
19.13,0.884357,1
19.14,0.88407,1
19.15,0.883507,1
19.16,0.883493,1
19.17,0.883203,1
19.18,0.882911,1
19.19,0.882618,1
19.2,0.882323,1
19.21,0.882027,1
19.22,0.881729,1
19.23,0.88143,1
19.24,0.88113,1
19.25,0.880828,1
19.26,0.880524,1
19.27,0.88022,1
19.28,0.879913,1
19.29,0.879605,1
19.3,0.878997,1
19.31,0.878685,1
19.32,0.878674,1
19.33,0.878057,1
19.34,0.878046,1
19.35,0.877423,1
19.36,0.877412,1
19.37,0.876783,1
19.38,0.876772,1
19.39,0.876138,1
19.4,0.875813,1
19.41,0.875802,1
19.42,0.875159,1
19.43,0.875148,1
19.44,0.874499,1
19.45,0.874488,1
19.46,0.874156,1
19.47,0.873823,1
19.48,0.873488,1
19.49,0.872823,1
19.5,0.872814,1
19.51,0.872474,1
19.52,0.872134,1
19.53,0.871792,1
19.54,0.871448,1
19.55,0.871103,1
19.56,0.870418,1
19.57,0.870409,1
19.58,0.87006,1
19.59,0.869709,1
19.6,0.869357,1
19.61,0.869004,1
19.62,0.868649,1
19.63,0.868292,1
19.64,0.867583,1
19.65,0.867222,1
19.66,0.86686,1
19.67,0.866497,1
19.68,0.866488,1
19.69,0.865765,1
19.7,0.865757,1
19.71,0.865027,1
19.72,0.86502,1
19.73,0.864284,1
19.74,0.863911,1
19.75,0.863535,1
19.76,0.863159,1
19.77,0.863151,1
19.78,0.862401,1
19.79,0.862394,1
19.8,0.861638,1
19.81,0.861254,1
19.82,0.860869,1
19.83,0.860483,1
19.84,0.860476,1
19.85,0.859705,1
19.86,0.859698,1
19.87,0.859307,1
19.88,0.858915,1
19.89,0.858521,1
19.9,0.857735,1
19.91,0.857729,1
19.92,0.856938,1
19.93,0.856931,1
19.94,0.856531,1
19.95,0.856128,1
19.96,0.855724,1
19.97,0.855319,1
19.98,0.854912,1
19.99,0.854101,1
20,0.854095,1
20.01,0.853684,1
20.02,0.853271,1
20.03,0.852858,1
20.04,0.852442,1
20.05,0.852026,1
20.06,0.851193,1
20.07,0.851188,1
20.08,0.85035,1
20.09,0.850345,1
20.1,0.849921,1
20.11,0.849495,1
20.12,0.849069,1
20.13,0.848641,1
20.14,0.848211,1
20.15,0.847352,1
20.16,0.847347,1
20.17,0.846913,1
20.18,0.846478,1
20.19,0.846041,1
20.2,0.845603,1
20.21,0.845163,1
20.22,0.844722,1
20.23,0.84428,1
20.24,0.843836,1
20.25,0.843391,1
20.26,0.842944,1
20.27,0.842496,1
20.28,0.842046,1
20.29,0.841595,1
20.3,0.841143,1
20.31,0.840689,1
20.32,0.840233,1
20.33,0.839777,1
20.34,0.839319,1
20.35,0.838859,1
20.36,0.838398,1
20.37,0.837936,1
20.38,0.837472,1
20.39,0.837007,1
20.4,0.83654,1
20.41,0.836072,1
20.42,0.835602,1
20.43,0.835131,1
20.44,0.834659,1
20.45,0.834185,1
20.46,0.83371,1
20.47,0.833233,1
20.48,0.832755,1
20.49,0.832276,1
20.5,0.831795,1
20.51,0.831313,1
20.52,0.830829,1
20.53,0.830344,1
20.54,0.829857,1
20.55,0.829369,1
20.56,0.82888,1
20.57,0.828389,1
20.58,0.827897,1
20.59,0.827404,1
20.6,0.826909,1
20.61,0.826412,1
20.62,0.825914,1
20.63,0.825415,1
20.64,0.824915,1
20.65,0.824413,1
20.66,0.823909,1
20.67,0.822899,1
20.68,0.822898,1
20.69,0.821883,1
20.7,0.821881,1
20.71,0.82137,1
20.72,0.820858,1
20.73,0.820345,1
20.74,0.819316,1
20.75,0.819314,1
20.76,0.81828,1
20.77,0.818278,1
20.78,0.817758,1
20.79,0.817236,1
20.8,0.816713,1
20.81,0.815664,1
20.82,0.815663,1
20.83,0.814608,1
20.84,0.814607,1
20.85,0.813547,1
20.86,0.813546,1
20.87,0.813013,1
20.88,0.812479,1
20.89,0.811943,1
20.9,0.810869,1
20.91,0.810868,1
20.92,0.809788,1
20.93,0.809787,1
20.94,0.808702,1
20.95,0.808701,1
20.96,0.808155,1
20.97,0.807062,1
20.98,0.807061,1
20.99,0.805961,1
21,0.805961,1
21.01,0.804856,1
21.02,0.804855,1
21.03,0.8043,1
21.04,0.803744,1
21.05,0.803186,1
21.06,0.802068,1
21.07,0.802067,1
21.08,0.800943,1
21.09,0.800942,1
21.1,0.799812,1
21.11,0.799812,1
21.12,0.799245,1
21.13,0.798676,1
21.14,0.798106,1
21.15,0.796963,1
21.16,0.796962,1
21.17,0.795813,1
21.18,0.795813,1
21.19,0.794658,1
21.2,0.794658,1
21.21,0.794079,1
21.22,0.792916,1
21.23,0.792916,1
21.24,0.791748,1
21.25,0.791748,1
21.26,0.790574,1
21.27,0.790574,1
21.28,0.789985,1
21.29,0.789395,1
21.3,0.788803,1
21.31,0.787617,1
21.32,0.787616,1
21.33,0.786424,1
21.34,0.786424,1
21.35,0.785226,1
21.36,0.785226,1
21.37,0.784625,1
21.38,0.784023,1
21.39,0.78342,1
21.4,0.782209,1
21.41,0.782209,1
21.42,0.780993,1
21.43,0.780992,1
21.44,0.779771,1
21.45,0.779771,1
21.46,0.779158,1
21.47,0.777929,1
21.48,0.777929,1
21.49,0.776694,1
21.5,0.776694,1
21.51,0.775454,1
21.52,0.775454,1
21.53,0.774832,1
21.54,0.774209,1
21.55,0.773585,1
21.56,0.772332,1
21.57,0.772332,1
21.58,0.771073,1
21.59,0.771073,1
21.6,0.76981,1
21.61,0.76981,1
21.62,0.769177,1
21.63,0.768542,1
21.64,0.767906,1
21.65,0.766629,1
21.66,0.766629,1
21.67,0.765348,1
21.68,0.765405,1
21.69,0.764119,1
21.7,0.764119,1
21.71,0.763474,1
21.72,0.762179,1
21.73,0.762179,1
21.74,0.76088,1
21.75,0.76088,1
21.76,0.759576,1
21.77,0.759576,1
21.78,0.758922,1
21.79,0.758267,1
21.8,0.75761,1
21.81,0.756293,1
21.82,0.756293,1
21.83,0.754971,1
21.84,0.754971,1
21.85,0.753645,1
21.86,0.753645,1
21.87,0.752979,1
21.88,0.752313,1
21.89,0.751645,1
21.9,0.750306,1
21.91,0.750306,1
21.92,0.748962,1
21.93,0.748962,1
21.94,0.747614,1
21.95,0.747614,1
21.96,0.746937,1
21.97,0.745581,1
21.98,0.745581,1
21.99,0.74422,1
22,0.74422,1
22.01,0.743538,0
22.02,0.74217,0
22.03,0.74217,0
22.04,0.741484,0
22.05,0.740797,0
22.06,0.73942,0
22.07,0.73942,0
22.08,0.738729,0
22.09,0.737344,0
22.1,0.73665,0
22.11,0.73665,0
22.12,0.735955,0
22.13,0.734561,0
22.14,0.734561,0
22.15,0.733862,0
22.16,0.732461,0
22.17,0.731759,0
22.18,0.731759,0
22.19,0.731056,0
22.2,0.729646,0
22.21,0.729646,0
22.22,0.728939,0
22.23,0.727522,0
22.24,0.726812,0
22.25,0.726812,0
22.26,0.7261,0
22.27,0.724674,0
22.28,0.724674,0
22.29,0.723959,0
22.3,0.723244,0
22.31,0.721809,0
22.32,0.721809,0
22.33,0.721089,0
22.34,0.719648,0
22.35,0.718925,0
22.36,0.718925,0
22.37,0.718202,0
22.38,0.716751,0
22.39,0.716751,0
22.4,0.716024,0
22.41,0.714567,0
22.42,0.713837,0
22.43,0.713837,0
22.44,0.713106,0
22.45,0.71164,0
22.46,0.71164,0
22.47,0.710906,0
22.48,0.709434,0
22.49,0.708696,0
22.5,0.708696,0
22.51,0.707958,0
22.52,0.706477,0
22.53,0.706477,0
22.54,0.705735,0
22.55,0.704993,0
22.56,0.703504,0
22.57,0.703504,0
22.58,0.702758,0
22.59,0.701263,0
22.6,0.700514,0
22.61,0.700514,0
22.62,0.699764,0
22.63,0.698261,0
22.64,0.698261,0
22.65,0.697507,0
22.66,0.695998,0
22.67,0.695242,0
22.68,0.695242,0
22.69,0.694485,0
22.7,0.692968,0
22.71,0.692968,0
22.72,0.692208,0
22.73,0.690685,0
22.74,0.689922,0
22.75,0.689922,0
22.76,0.689158,0
22.77,0.687627,0
22.78,0.687627,0
22.79,0.68686,0
22.8,0.686092,0
22.81,0.684553,0
22.82,0.684553,0
22.83,0.683782,0
22.84,0.682238,0
22.85,0.681465,0
22.86,0.681465,0
22.87,0.68069,0
22.88,0.679138,0
22.89,0.679138,0
22.9,0.678361,0
22.91,0.676804,0
22.92,0.676024,0
22.93,0.676024,0
22.94,0.675243,0
22.95,0.673678,0
22.96,0.673678,0
22.97,0.672894,0
22.98,0.671324,0
22.99,0.670538,0
23,0.670538,0
23.01,0.669751,0
23.02,0.668173,0
23.03,0.668173,0
23.04,0.667384,0
23.05,0.666593,0
23.06,0.665009,0
23.07,0.665009,0
23.08,0.664215,0
23.09,0.662626,0
23.1,0.66183,0
23.11,0.66183,0
23.12,0.661033,0
23.13,0.659437,0
23.14,0.659437,0
23.15,0.658638,0
23.16,0.657037,0
23.17,0.656235,0
23.18,0.656235,0
23.19,0.655433,0
23.2,0.653825,0
23.21,0.653825,0
23.22,0.65302,0
23.23,0.651407,0
23.24,0.6506,0
23.25,0.6506,0
23.26,0.649792,0
23.27,0.648173,0
23.28,0.648173,0
23.29,0.647362,0
